id,osmid_fake,x,y
136,0,212,7
137,0,213,7
138,0,214,7
139,0,215,7
140,0,216,7
141,0,217,7
142,0,218,7
143,0,219,7
144,0,202,8
145,0,203,8
146,0,204,8
147,0,205,8
148,0,206,8
149,0,207,8
150,0,208,8
151,0,209,8
152,0,210,8
153,0,211,8
154,0,212,8
155,0,213,8
156,0,214,8
157,0,215,8
158,0,216,8
159,0,217,8
160,0,218,8
161,0,219,8
162,0,46,9
163,0,47,9
164,0,48,9
165,0,49,9
166,0,50,9
167,0,51,9
168,0,52,9
169,0,53,9
170,0,54,9
171,0,183,9
172,0,184,9
173,0,185,9
174,0,186,9
175,0,187,9
176,0,188,9
177,0,189,9
178,0,190,9
179,0,191,9
180,0,192,9
181,0,193,9
182,0,194,9
183,0,195,9
184,0,196,9
185,0,197,9
186,0,198,9
187,0,199,9
188,0,200,9
189,0,201,9
190,0,202,9
191,0,203,9
192,0,204,9
193,0,205,9
194,0,206,9
195,0,207,9
196,0,208,9
197,0,209,9
198,0,210,9
199,0,211,9
200,0,212,9
201,0,213,9
202,0,214,9
203,0,215,9
204,0,216,9
205,0,217,9
206,0,218,9
207,0,219,9
208,0,220,9
209,0,221,9
210,0,310,9
211,0,311,9
212,0,312,9
213,0,313,9
214,0,314,9
215,0,315,9
216,0,316,9
217,0,317,9
218,0,318,9
219,0,319,9
220,0,320,9
221,0,321,9
222,0,322,9
223,0,323,9
224,0,324,9
225,0,325,9
226,0,326,9
227,0,327,9
228,0,328,9
229,0,329,9
230,0,330,9
231,0,331,9
232,0,332,9
233,0,333,9
234,0,334,9
235,0,341,9
236,0,342,9
237,0,343,9
238,0,344,9
239,0,345,9
240,0,346,9
241,0,347,9
242,0,348,9
243,0,349,9
244,0,350,9
245,0,351,9
246,0,352,9
247,0,353,9
248,0,354,9
249,0,355,9
250,0,356,9
251,0,359,9
252,0,360,9
253,0,361,9
254,0,364,9
255,0,365,9
256,0,366,9
257,0,367,9
258,0,368,9
259,0,369,9
260,0,370,9
261,0,371,9
262,0,372,9
263,0,373,9
264,0,374,9
265,0,375,9
266,0,376,9
267,0,377,9
268,0,378,9
269,0,379,9
270,0,462,9
271,0,463,9
272,0,464,9
273,0,465,9
274,0,466,9
275,0,467,9
276,0,468,9
277,0,469,9
278,0,470,9
279,0,471,9
280,0,472,9
281,0,473,9
282,0,474,9
283,0,475,9
284,0,476,9
285,0,477,9
286,0,478,9
287,0,479,9
288,0,480,9
289,0,481,9
290,0,482,9
291,0,483,9
292,0,484,9
293,0,485,9
294,0,486,9
295,0,40,10
296,0,41,10
297,0,42,10
298,0,43,10
299,0,44,10
300,0,45,10
301,0,46,10
302,0,47,10
303,0,48,10
304,0,49,10
305,0,50,10
306,0,51,10
307,0,52,10
308,0,53,10
309,0,54,10
310,0,183,10
311,0,184,10
312,0,185,10
313,0,186,10
314,0,187,10
315,0,188,10
316,0,189,10
317,0,190,10
318,0,191,10
319,0,192,10
320,0,193,10
321,0,194,10
322,0,195,10
323,0,196,10
324,0,197,10
325,0,198,10
326,0,200,10
327,0,201,10
328,0,202,10
329,0,203,10
330,0,204,10
331,0,205,10
332,0,206,10
333,0,207,10
334,0,208,10
335,0,209,10
336,0,210,10
337,0,211,10
338,0,212,10
339,0,213,10
340,0,214,10
341,0,215,10
342,0,216,10
343,0,217,10
344,0,218,10
345,0,219,10
346,0,220,10
347,0,221,10
348,0,310,10
349,0,311,10
350,0,312,10
351,0,313,10
352,0,314,10
353,0,315,10
354,0,316,10
355,0,317,10
356,0,318,10
357,0,319,10
358,0,320,10
359,0,321,10
360,0,322,10
361,0,323,10
362,0,324,10
363,0,325,10
364,0,326,10
365,0,327,10
366,0,328,10
367,0,329,10
368,0,330,10
369,0,331,10
370,0,332,10
371,0,333,10
372,0,334,10
373,0,341,10
374,0,342,10
375,0,343,10
376,0,344,10
377,0,345,10
378,0,346,10
379,0,347,10
380,0,348,10
381,0,349,10
382,0,350,10
383,0,351,10
384,0,352,10
385,0,368,10
386,0,369,10
387,0,370,10
388,0,371,10
389,0,372,10
390,0,373,10
391,0,374,10
392,0,375,10
393,0,376,10
394,0,377,10
395,0,378,10
396,0,379,10
397,0,380,10
398,0,390,10
399,0,462,10
400,0,463,10
401,0,464,10
402,0,465,10
403,0,466,10
404,0,467,10
405,0,468,10
406,0,469,10
407,0,470,10
408,0,471,10
409,0,472,10
410,0,473,10
411,0,474,10
412,0,475,10
413,0,476,10
414,0,477,10
415,0,478,10
416,0,479,10
417,0,480,10
418,0,481,10
419,0,482,10
420,0,483,10
421,0,484,10
422,0,485,10
423,0,486,10
424,0,41,11
425,0,42,11
426,0,43,11
427,0,44,11
428,0,45,11
429,0,46,11
430,0,47,11
431,0,48,11
432,0,49,11
433,0,50,11
434,0,51,11
435,0,52,11
436,0,53,11
437,0,54,11
438,0,55,11
439,0,183,11
440,0,184,11
441,0,185,11
442,0,186,11
443,0,187,11
444,0,188,11
445,0,189,11
446,0,190,11
447,0,191,11
448,0,192,11
449,0,193,11
450,0,194,11
451,0,195,11
452,0,196,11
453,0,197,11
454,0,198,11
455,0,200,11
456,0,201,11
457,0,202,11
458,0,203,11
459,0,204,11
460,0,205,11
461,0,206,11
462,0,207,11
463,0,208,11
464,0,209,11
465,0,210,11
466,0,211,11
467,0,212,11
468,0,213,11
469,0,214,11
470,0,215,11
471,0,216,11
472,0,217,11
473,0,218,11
474,0,219,11
475,0,220,11
476,0,221,11
477,0,310,11
478,0,311,11
479,0,312,11
480,0,313,11
481,0,314,11
482,0,315,11
483,0,316,11
484,0,317,11
485,0,318,11
486,0,319,11
487,0,320,11
488,0,321,11
489,0,322,11
490,0,323,11
491,0,324,11
492,0,325,11
493,0,326,11
494,0,327,11
495,0,328,11
496,0,329,11
497,0,330,11
498,0,331,11
499,0,332,11
500,0,333,11
501,0,334,11
502,0,341,11
503,0,342,11
504,0,343,11
505,0,344,11
506,0,345,11
507,0,346,11
508,0,347,11
509,0,348,11
510,0,349,11
511,0,371,11
512,0,372,11
513,0,373,11
514,0,374,11
515,0,375,11
516,0,376,11
517,0,377,11
518,0,378,11
519,0,379,11
520,0,380,11
521,0,390,11
522,0,391,11
523,0,462,11
524,0,463,11
525,0,464,11
526,0,465,11
527,0,466,11
528,0,467,11
529,0,468,11
530,0,469,11
531,0,470,11
532,0,471,11
533,0,472,11
534,0,473,11
535,0,474,11
536,0,475,11
537,0,476,11
538,0,477,11
539,0,478,11
540,0,479,11
541,0,480,11
542,0,481,11
543,0,482,11
544,0,483,11
545,0,484,11
546,0,485,11
547,0,486,11
548,0,42,12
549,0,43,12
550,0,44,12
551,0,45,12
552,0,46,12
553,0,47,12
554,0,48,12
555,0,49,12
556,0,50,12
557,0,51,12
558,0,52,12
559,0,53,12
560,0,54,12
561,0,55,12
562,0,56,12
563,0,183,12
564,0,184,12
565,0,185,12
566,0,186,12
567,0,187,12
568,0,188,12
569,0,189,12
570,0,190,12
571,0,191,12
572,0,192,12
573,0,193,12
574,0,194,12
575,0,195,12
576,0,196,12
577,0,197,12
578,0,198,12
579,0,200,12
580,0,201,12
581,0,202,12
582,0,203,12
583,0,204,12
584,0,205,12
585,0,206,12
586,0,207,12
587,0,208,12
588,0,209,12
589,0,210,12
590,0,211,12
591,0,212,12
592,0,213,12
593,0,214,12
594,0,215,12
595,0,216,12
596,0,217,12
597,0,218,12
598,0,219,12
599,0,220,12
600,0,221,12
601,0,310,12
602,0,311,12
603,0,312,12
604,0,313,12
605,0,314,12
606,0,315,12
607,0,316,12
608,0,317,12
609,0,318,12
610,0,319,12
611,0,320,12
612,0,321,12
613,0,322,12
614,0,323,12
615,0,324,12
616,0,325,12
617,0,326,12
618,0,327,12
619,0,328,12
620,0,329,12
621,0,330,12
622,0,331,12
623,0,332,12
624,0,333,12
625,0,334,12
626,0,340,12
627,0,341,12
628,0,342,12
629,0,343,12
630,0,344,12
631,0,345,12
632,0,375,12
633,0,376,12
634,0,377,12
635,0,378,12
636,0,379,12
637,0,380,12
638,0,381,12
639,0,390,12
640,0,391,12
641,0,392,12
642,0,456,12
643,0,462,12
644,0,463,12
645,0,464,12
646,0,465,12
647,0,466,12
648,0,467,12
649,0,468,12
650,0,469,12
651,0,470,12
652,0,471,12
653,0,472,12
654,0,473,12
655,0,474,12
656,0,475,12
657,0,476,12
658,0,477,12
659,0,478,12
660,0,479,12
661,0,480,12
662,0,481,12
663,0,482,12
664,0,483,12
665,0,484,12
666,0,485,12
667,0,486,12
668,0,43,13
669,0,44,13
670,0,45,13
671,0,46,13
672,0,47,13
673,0,48,13
674,0,49,13
675,0,50,13
676,0,51,13
677,0,52,13
678,0,53,13
679,0,54,13
680,0,55,13
681,0,56,13
682,0,57,13
683,0,183,13
684,0,184,13
685,0,185,13
686,0,186,13
687,0,187,13
688,0,188,13
689,0,189,13
690,0,190,13
691,0,191,13
692,0,192,13
693,0,193,13
694,0,194,13
695,0,195,13
696,0,196,13
697,0,197,13
698,0,198,13
699,0,200,13
700,0,201,13
701,0,202,13
702,0,203,13
703,0,204,13
704,0,205,13
705,0,206,13
706,0,207,13
707,0,208,13
708,0,209,13
709,0,210,13
710,0,211,13
711,0,212,13
712,0,213,13
713,0,214,13
714,0,215,13
715,0,216,13
716,0,217,13
717,0,218,13
718,0,219,13
719,0,220,13
720,0,221,13
721,0,310,13
722,0,311,13
723,0,312,13
724,0,313,13
725,0,314,13
726,0,315,13
727,0,316,13
728,0,317,13
729,0,318,13
730,0,319,13
731,0,320,13
732,0,321,13
733,0,322,13
734,0,323,13
735,0,324,13
736,0,325,13
737,0,326,13
738,0,327,13
739,0,328,13
740,0,330,13
741,0,331,13
742,0,332,13
743,0,333,13
744,0,334,13
745,0,339,13
746,0,340,13
747,0,341,13
748,0,342,13
749,0,343,13
750,0,344,13
751,0,345,13
752,0,376,13
753,0,377,13
754,0,378,13
755,0,379,13
756,0,380,13
757,0,381,13
758,0,382,13
759,0,390,13
760,0,391,13
761,0,392,13
762,0,393,13
763,0,455,13
764,0,457,13
765,0,462,13
766,0,463,13
767,0,464,13
768,0,465,13
769,0,466,13
770,0,467,13
771,0,468,13
772,0,469,13
773,0,470,13
774,0,471,13
775,0,472,13
776,0,473,13
777,0,474,13
778,0,475,13
779,0,476,13
780,0,477,13
781,0,478,13
782,0,479,13
783,0,480,13
784,0,481,13
785,0,482,13
786,0,483,13
787,0,484,13
788,0,485,13
789,0,486,13
790,0,44,14
791,0,45,14
792,0,46,14
793,0,47,14
794,0,48,14
795,0,49,14
796,0,50,14
797,0,51,14
798,0,52,14
799,0,53,14
800,0,54,14
801,0,55,14
802,0,56,14
803,0,57,14
804,0,58,14
805,0,183,14
806,0,184,14
807,0,185,14
808,0,186,14
809,0,187,14
810,0,188,14
811,0,189,14
812,0,190,14
813,0,191,14
814,0,192,14
815,0,193,14
816,0,194,14
817,0,195,14
818,0,196,14
819,0,197,14
820,0,198,14
821,0,200,14
822,0,201,14
823,0,202,14
824,0,203,14
825,0,204,14
826,0,205,14
827,0,206,14
828,0,207,14
829,0,208,14
830,0,209,14
831,0,210,14
832,0,211,14
833,0,212,14
834,0,213,14
835,0,214,14
836,0,215,14
837,0,216,14
838,0,217,14
839,0,218,14
840,0,219,14
841,0,220,14
842,0,221,14
843,0,310,14
844,0,311,14
845,0,312,14
846,0,313,14
847,0,314,14
848,0,315,14
849,0,316,14
850,0,317,14
851,0,318,14
852,0,319,14
853,0,320,14
854,0,321,14
855,0,322,14
856,0,323,14
857,0,324,14
858,0,325,14
859,0,326,14
860,0,327,14
861,0,328,14
862,0,329,14
863,0,330,14
864,0,331,14
865,0,332,14
866,0,333,14
867,0,334,14
868,0,338,14
869,0,339,14
870,0,340,14
871,0,341,14
872,0,342,14
873,0,343,14
874,0,344,14
875,0,377,14
876,0,378,14
877,0,379,14
878,0,380,14
879,0,381,14
880,0,382,14
881,0,383,14
882,0,390,14
883,0,391,14
884,0,392,14
885,0,393,14
886,0,394,14
887,0,462,14
888,0,463,14
889,0,464,14
890,0,465,14
891,0,466,14
892,0,467,14
893,0,468,14
894,0,469,14
895,0,470,14
896,0,471,14
897,0,472,14
898,0,473,14
899,0,474,14
900,0,475,14
901,0,476,14
902,0,477,14
903,0,478,14
904,0,479,14
905,0,480,14
906,0,481,14
907,0,482,14
908,0,483,14
909,0,484,14
910,0,485,14
911,0,486,14
912,0,45,15
913,0,46,15
914,0,47,15
915,0,48,15
916,0,49,15
917,0,50,15
918,0,51,15
919,0,52,15
920,0,53,15
921,0,54,15
922,0,55,15
923,0,56,15
924,0,57,15
925,0,58,15
926,0,59,15
927,0,183,15
928,0,184,15
929,0,185,15
930,0,186,15
931,0,187,15
932,0,188,15
933,0,189,15
934,0,190,15
935,0,191,15
936,0,192,15
937,0,193,15
938,0,194,15
939,0,195,15
940,0,196,15
941,0,197,15
942,0,198,15
943,0,200,15
944,0,201,15
945,0,202,15
946,0,203,15
947,0,204,15
948,0,205,15
949,0,206,15
950,0,207,15
951,0,208,15
952,0,209,15
953,0,210,15
954,0,211,15
955,0,212,15
956,0,213,15
957,0,214,15
958,0,215,15
959,0,216,15
960,0,217,15
961,0,218,15
962,0,219,15
963,0,220,15
964,0,221,15
965,0,222,15
966,0,223,15
967,0,224,15
968,0,225,15
969,0,226,15
970,0,310,15
971,0,311,15
972,0,312,15
973,0,313,15
974,0,314,15
975,0,315,15
976,0,316,15
977,0,317,15
978,0,318,15
979,0,319,15
980,0,320,15
981,0,321,15
982,0,322,15
983,0,323,15
984,0,324,15
985,0,325,15
986,0,326,15
987,0,327,15
988,0,328,15
989,0,330,15
990,0,331,15
991,0,333,15
992,0,334,15
993,0,337,15
994,0,338,15
995,0,339,15
996,0,340,15
997,0,341,15
998,0,380,15
999,0,381,15
1000,0,382,15
1001,0,383,15
1002,0,384,15
1003,0,390,15
1004,0,391,15
1005,0,392,15
1006,0,393,15
1007,0,394,15
1008,0,395,15
1009,0,456,15
1010,0,458,15
1011,0,462,15
1012,0,463,15
1013,0,464,15
1014,0,465,15
1015,0,466,15
1016,0,467,15
1017,0,468,15
1018,0,469,15
1019,0,470,15
1020,0,471,15
1021,0,472,15
1022,0,473,15
1023,0,474,15
1024,0,475,15
1025,0,476,15
1026,0,477,15
1027,0,478,15
1028,0,479,15
1029,0,480,15
1030,0,481,15
1031,0,482,15
1032,0,483,15
1033,0,484,15
1034,0,485,15
1035,0,486,15
1036,0,46,16
1037,0,47,16
1038,0,48,16
1039,0,49,16
1040,0,50,16
1041,0,51,16
1042,0,52,16
1043,0,53,16
1044,0,54,16
1045,0,55,16
1046,0,56,16
1047,0,57,16
1048,0,58,16
1049,0,59,16
1050,0,60,16
1051,0,183,16
1052,0,184,16
1053,0,185,16
1054,0,186,16
1055,0,187,16
1056,0,188,16
1057,0,189,16
1058,0,190,16
1059,0,191,16
1060,0,192,16
1061,0,193,16
1062,0,194,16
1063,0,195,16
1064,0,196,16
1065,0,197,16
1066,0,198,16
1067,0,200,16
1068,0,201,16
1069,0,202,16
1070,0,203,16
1071,0,204,16
1072,0,205,16
1073,0,206,16
1074,0,207,16
1075,0,208,16
1076,0,209,16
1077,0,210,16
1078,0,211,16
1079,0,212,16
1080,0,213,16
1081,0,214,16
1082,0,215,16
1083,0,216,16
1084,0,217,16
1085,0,218,16
1086,0,219,16
1087,0,220,16
1088,0,221,16
1089,0,222,16
1090,0,223,16
1091,0,224,16
1092,0,225,16
1093,0,226,16
1094,0,310,16
1095,0,311,16
1096,0,312,16
1097,0,313,16
1098,0,314,16
1099,0,315,16
1100,0,316,16
1101,0,317,16
1102,0,318,16
1103,0,319,16
1104,0,320,16
1105,0,321,16
1106,0,322,16
1107,0,323,16
1108,0,324,16
1109,0,325,16
1110,0,326,16
1111,0,327,16
1112,0,328,16
1113,0,329,16
1114,0,330,16
1115,0,331,16
1116,0,332,16
1117,0,333,16
1118,0,334,16
1119,0,336,16
1120,0,337,16
1121,0,338,16
1122,0,339,16
1123,0,340,16
1124,0,381,16
1125,0,382,16
1126,0,383,16
1127,0,384,16
1128,0,385,16
1129,0,390,16
1130,0,391,16
1131,0,392,16
1132,0,393,16
1133,0,394,16
1134,0,395,16
1135,0,396,16
1136,0,455,16
1137,0,457,16
1138,0,462,16
1139,0,463,16
1140,0,464,16
1141,0,465,16
1142,0,466,16
1143,0,467,16
1144,0,468,16
1145,0,469,16
1146,0,470,16
1147,0,471,16
1148,0,472,16
1149,0,473,16
1150,0,474,16
1151,0,475,16
1152,0,476,16
1153,0,477,16
1154,0,478,16
1155,0,479,16
1156,0,480,16
1157,0,481,16
1158,0,482,16
1159,0,483,16
1160,0,484,16
1161,0,485,16
1162,0,486,16
1163,0,14,17
1164,0,15,17
1165,0,183,17
1166,0,184,17
1167,0,185,17
1168,0,186,17
1169,0,187,17
1170,0,188,17
1171,0,189,17
1172,0,190,17
1173,0,191,17
1174,0,192,17
1175,0,193,17
1176,0,194,17
1177,0,195,17
1178,0,196,17
1179,0,197,17
1180,0,198,17
1181,0,200,17
1182,0,201,17
1183,0,202,17
1184,0,203,17
1185,0,204,17
1186,0,205,17
1187,0,206,17
1188,0,207,17
1189,0,208,17
1190,0,209,17
1191,0,210,17
1192,0,211,17
1193,0,212,17
1194,0,213,17
1195,0,214,17
1196,0,215,17
1197,0,216,17
1198,0,217,17
1199,0,218,17
1200,0,219,17
1201,0,220,17
1202,0,221,17
1203,0,222,17
1204,0,223,17
1205,0,224,17
1206,0,225,17
1207,0,226,17
1208,0,310,17
1209,0,311,17
1210,0,312,17
1211,0,313,17
1212,0,314,17
1213,0,315,17
1214,0,316,17
1215,0,317,17
1216,0,318,17
1217,0,319,17
1218,0,320,17
1219,0,321,17
1220,0,322,17
1221,0,323,17
1222,0,324,17
1223,0,325,17
1224,0,326,17
1225,0,328,17
1226,0,329,17
1227,0,331,17
1228,0,332,17
1229,0,335,17
1230,0,336,17
1231,0,337,17
1232,0,338,17
1233,0,339,17
1234,0,382,17
1235,0,383,17
1236,0,384,17
1237,0,385,17
1238,0,386,17
1239,0,387,17
1240,0,388,17
1241,0,389,17
1242,0,390,17
1243,0,391,17
1244,0,392,17
1245,0,393,17
1246,0,394,17
1247,0,395,17
1248,0,396,17
1249,0,397,17
1250,0,398,17
1251,0,459,17
1252,0,461,17
1253,0,462,17
1254,0,463,17
1255,0,464,17
1256,0,465,17
1257,0,466,17
1258,0,467,17
1259,0,468,17
1260,0,469,17
1261,0,470,17
1262,0,471,17
1263,0,472,17
1264,0,473,17
1265,0,474,17
1266,0,475,17
1267,0,476,17
1268,0,477,17
1269,0,478,17
1270,0,479,17
1271,0,480,17
1272,0,481,17
1273,0,482,17
1274,0,483,17
1275,0,484,17
1276,0,485,17
1277,0,486,17
1278,0,12,18
1279,0,13,18
1280,0,14,18
1281,0,15,18
1282,0,16,18
1283,0,183,18
1284,0,184,18
1285,0,185,18
1286,0,186,18
1287,0,187,18
1288,0,188,18
1289,0,189,18
1290,0,190,18
1291,0,191,18
1292,0,192,18
1293,0,193,18
1294,0,194,18
1295,0,195,18
1296,0,196,18
1297,0,197,18
1298,0,198,18
1299,0,200,18
1300,0,201,18
1301,0,202,18
1302,0,203,18
1303,0,204,18
1304,0,205,18
1305,0,206,18
1306,0,207,18
1307,0,208,18
1308,0,209,18
1309,0,210,18
1310,0,211,18
1311,0,212,18
1312,0,213,18
1313,0,214,18
1314,0,215,18
1315,0,216,18
1316,0,217,18
1317,0,218,18
1318,0,219,18
1319,0,220,18
1320,0,221,18
1321,0,222,18
1322,0,223,18
1323,0,224,18
1324,0,225,18
1325,0,226,18
1326,0,303,18
1327,0,310,18
1328,0,311,18
1329,0,312,18
1330,0,313,18
1331,0,314,18
1332,0,315,18
1333,0,316,18
1334,0,317,18
1335,0,318,18
1336,0,319,18
1337,0,320,18
1338,0,321,18
1339,0,322,18
1340,0,323,18
1341,0,324,18
1342,0,325,18
1343,0,326,18
1344,0,327,18
1345,0,328,18
1346,0,329,18
1347,0,330,18
1348,0,331,18
1349,0,332,18
1350,0,333,18
1351,0,334,18
1352,0,335,18
1353,0,336,18
1354,0,337,18
1355,0,338,18
1356,0,339,18
1357,0,340,18
1358,0,341,18
1359,0,378,18
1360,0,379,18
1361,0,381,18
1362,0,382,18
1363,0,383,18
1364,0,384,18
1365,0,385,18
1366,0,386,18
1367,0,387,18
1368,0,388,18
1369,0,389,18
1370,0,390,18
1371,0,391,18
1372,0,392,18
1373,0,393,18
1374,0,394,18
1375,0,395,18
1376,0,396,18
1377,0,397,18
1378,0,398,18
1379,0,399,18
1380,0,455,18
1381,0,457,18
1382,0,459,18
1383,0,460,18
1384,0,462,18
1385,0,463,18
1386,0,464,18
1387,0,465,18
1388,0,466,18
1389,0,467,18
1390,0,468,18
1391,0,469,18
1392,0,470,18
1393,0,471,18
1394,0,472,18
1395,0,473,18
1396,0,474,18
1397,0,475,18
1398,0,476,18
1399,0,477,18
1400,0,478,18
1401,0,479,18
1402,0,480,18
1403,0,481,18
1404,0,482,18
1405,0,483,18
1406,0,484,18
1407,0,485,18
1408,0,486,18
1409,0,12,19
1410,0,13,19
1411,0,14,19
1412,0,15,19
1413,0,16,19
1414,0,17,19
1415,0,183,19
1416,0,184,19
1417,0,185,19
1418,0,186,19
1419,0,187,19
1420,0,188,19
1421,0,189,19
1422,0,190,19
1423,0,191,19
1424,0,192,19
1425,0,193,19
1426,0,194,19
1427,0,195,19
1428,0,196,19
1429,0,197,19
1430,0,198,19
1431,0,200,19
1432,0,201,19
1433,0,202,19
1434,0,203,19
1435,0,204,19
1436,0,205,19
1437,0,206,19
1438,0,207,19
1439,0,208,19
1440,0,209,19
1441,0,210,19
1442,0,211,19
1443,0,212,19
1444,0,213,19
1445,0,214,19
1446,0,215,19
1447,0,216,19
1448,0,217,19
1449,0,218,19
1450,0,219,19
1451,0,220,19
1452,0,221,19
1453,0,222,19
1454,0,223,19
1455,0,224,19
1456,0,225,19
1457,0,226,19
1458,0,303,19
1459,0,304,19
1460,0,310,19
1461,0,311,19
1462,0,312,19
1463,0,313,19
1464,0,314,19
1465,0,315,19
1466,0,316,19
1467,0,317,19
1468,0,318,19
1469,0,319,19
1470,0,320,19
1471,0,321,19
1472,0,322,19
1473,0,323,19
1474,0,324,19
1475,0,325,19
1476,0,326,19
1477,0,327,19
1478,0,328,19
1479,0,329,19
1480,0,330,19
1481,0,331,19
1482,0,332,19
1483,0,333,19
1484,0,334,19
1485,0,335,19
1486,0,336,19
1487,0,337,19
1488,0,338,19
1489,0,339,19
1490,0,340,19
1491,0,341,19
1492,0,375,19
1493,0,376,19
1494,0,379,19
1495,0,380,19
1496,0,381,19
1497,0,382,19
1498,0,383,19
1499,0,384,19
1500,0,385,19
1501,0,386,19
1502,0,387,19
1503,0,388,19
1504,0,389,19
1505,0,390,19
1506,0,391,19
1507,0,392,19
1508,0,393,19
1509,0,394,19
1510,0,395,19
1511,0,396,19
1512,0,397,19
1513,0,398,19
1514,0,399,19
1515,0,400,19
1516,0,456,19
1517,0,458,19
1518,0,460,19
1519,0,462,19
1520,0,463,19
1521,0,464,19
1522,0,465,19
1523,0,466,19
1524,0,467,19
1525,0,468,19
1526,0,469,19
1527,0,470,19
1528,0,471,19
1529,0,472,19
1530,0,473,19
1531,0,474,19
1532,0,475,19
1533,0,476,19
1534,0,477,19
1535,0,478,19
1536,0,479,19
1537,0,480,19
1538,0,481,19
1539,0,482,19
1540,0,483,19
1541,0,484,19
1542,0,485,19
1543,0,486,19
1544,0,12,20
1545,0,13,20
1546,0,14,20
1547,0,15,20
1548,0,16,20
1549,0,17,20
1550,0,183,20
1551,0,184,20
1552,0,185,20
1553,0,186,20
1554,0,187,20
1555,0,188,20
1556,0,189,20
1557,0,190,20
1558,0,191,20
1559,0,192,20
1560,0,193,20
1561,0,194,20
1562,0,195,20
1563,0,196,20
1564,0,197,20
1565,0,198,20
1566,0,200,20
1567,0,201,20
1568,0,202,20
1569,0,203,20
1570,0,204,20
1571,0,205,20
1572,0,206,20
1573,0,207,20
1574,0,208,20
1575,0,209,20
1576,0,210,20
1577,0,211,20
1578,0,212,20
1579,0,213,20
1580,0,214,20
1581,0,215,20
1582,0,216,20
1583,0,217,20
1584,0,218,20
1585,0,219,20
1586,0,220,20
1587,0,221,20
1588,0,222,20
1589,0,223,20
1590,0,224,20
1591,0,225,20
1592,0,226,20
1593,0,303,20
1594,0,304,20
1595,0,305,20
1596,0,310,20
1597,0,311,20
1598,0,312,20
1599,0,313,20
1600,0,314,20
1601,0,315,20
1602,0,316,20
1603,0,317,20
1604,0,318,20
1605,0,319,20
1606,0,320,20
1607,0,321,20
1608,0,322,20
1609,0,323,20
1610,0,324,20
1611,0,325,20
1612,0,326,20
1613,0,327,20
1614,0,328,20
1615,0,329,20
1616,0,330,20
1617,0,331,20
1618,0,332,20
1619,0,333,20
1620,0,334,20
1621,0,335,20
1622,0,336,20
1623,0,338,20
1624,0,339,20
1625,0,340,20
1626,0,341,20
1627,0,377,20
1628,0,379,20
1629,0,380,20
1630,0,381,20
1631,0,382,20
1632,0,383,20
1633,0,384,20
1634,0,385,20
1635,0,386,20
1636,0,387,20
1637,0,388,20
1638,0,389,20
1639,0,390,20
1640,0,391,20
1641,0,392,20
1642,0,393,20
1643,0,394,20
1644,0,395,20
1645,0,396,20
1646,0,397,20
1647,0,398,20
1648,0,399,20
1649,0,400,20
1650,0,401,20
1651,0,455,20
1652,0,457,20
1653,0,459,20
1654,0,461,20
1655,0,462,20
1656,0,463,20
1657,0,464,20
1658,0,465,20
1659,0,466,20
1660,0,467,20
1661,0,468,20
1662,0,469,20
